account_id,client_id,account_type,base_currency,opened_date,status
A000000816,C00000834,PRIME_BROKERAGE,USD,2025-05-29,ACTIVE
A000000817,C00000910,CUSTODY,HKD,2019-04-15,ACTIVE
A000000818,C00000111,CASH,USD,2014-08-25,ACTIVE
A000000819,C00000103,MARGIN,EUR,2018-09-17,ACTIVE
A000000820,C00000951,MARGIN,JPY,2016-03-25,ACTIVE
A000000821,C00000685,MARGIN,USD,2018-01-28,ACTIVE
A000000822,C00000984,PRIME_BROKERAGE,USD,2017-03-18,ACTIVE
A000000823,C00000061,CUSTODY,HKD,2024-01-23,ACTIVE
A000000824,C00000094,MARGIN,USD,2014-06-14,ACTIVE
A000000825,C00000720,MARGIN,USD,2021-10-08,ACTIVE
A000000826,C00000139,MARGIN,USD,2016-09-18,ACTIVE
A000000827,C00000387,CASH,USD,2023-12-09,ACTIVE
A000000828,C00000496,MARGIN,USD,2019-11-02,ACTIVE
A000000829,C00000716,CASH,JPY,2022-01-22,ACTIVE
A000000830,C00000315,PRIME_BROKERAGE,GBP,2022-05-22,ACTIVE
A000000831,C00000757,CASH,USD,2019-06-26,ACTIVE
A000000832,C00000361,CUSTODY,USD,2016-07-19,ACTIVE
A000000833,C00000537,PRIME_BROKERAGE,EUR,2025-04-10,ACTIVE
A000000834,C00000102,MARGIN,USD,2021-04-22,ACTIVE
A000000835,C00000075,PRIME_BROKERAGE,USD,2025-12-05,ACTIVE
A000000836,C00000391,CASH,EUR,2019-10-06,ACTIVE
A000000837,C00000247,MARGIN,HKD,2018-11-10,FROZEN
A000000838,C00000400,PRIME_BROKERAGE,USD,2017-04-06,ACTIVE
A000000839,C00000146,MARGIN,EUR,2020-06-26,ACTIVE
A000000840,C00000433,MARGIN,GBP,2019-05-01,ACTIVE
A000000841,C00000900,MARGIN,HKD,2017-02-05,ACTIVE
A000000842,C00000426,PRIME_BROKERAGE,USD,2022-01-10,ACTIVE
A000000843,C00000500,CASH,USD,2017-05-29,ACTIVE
A000000844,C00000786,MARGIN,EUR,2021-04-11,ACTIVE
A000000845,C00000118,CASH,HKD,2015-04-27,ACTIVE
A000000846,C00000550,CASH,HKD,2020-07-10,CLOSED
A000000847,C00000733,CUSTODY,USD,2019-11-08,ACTIVE
A000000848,C00000584,CASH,GBP,2017-06-02,ACTIVE
A000000849,C00000906,CASH,USD,2015-02-09,ACTIVE
A000000850,C00000531,CUSTODY,USD,2023-10-29,ACTIVE
A000000851,C00000039,PRIME_BROKERAGE,USD,2024-10-06,ACTIVE
A000000852,C00000631,CASH,GBP,2016-05-12,ACTIVE
A000000853,C00000043,MARGIN,EUR,2022-01-14,ACTIVE
A000000854,C00000743,CASH,EUR,2022-11-07,ACTIVE
A000000855,C00000974,CASH,USD,2015-12-01,ACTIVE
A000000856,C00000660,CASH,USD,2019-09-25,ACTIVE
A000000857,C00000231,CASH,USD,2016-06-07,ACTIVE
A000000858,C00000452,CASH,USD,2014-06-04,ACTIVE
A000000859,C00000165,CASH,CAD,2025-01-02,ACTIVE
A000000860,C00000067,MARGIN,EUR,2022-06-20,ACTIVE
A000000861,C00000330,CASH,USD,2023-12-13,ACTIVE
A000000862,C00000007,CASH,EUR,2017-08-02,ACTIVE
A000000863,C00000123,PRIME_BROKERAGE,GBP,2025-06-27,ACTIVE
A000000864,C00000076,CASH,JPY,2015-08-05,ACTIVE
A000000865,C00000661,CASH,EUR,2017-08-08,ACTIVE
A000000866,C00000767,CASH,USD,2020-09-01,ACTIVE
A000000867,C00000652,MARGIN,HKD,2022-11-04,ACTIVE
A000000868,C00000901,CASH,USD,2022-05-14,CLOSED
A000000869,C00000398,CUSTODY,HKD,2018-01-08,ACTIVE
A000000870,C00000443,PRIME_BROKERAGE,USD,2015-12-18,ACTIVE
A000000871,C00000901,MARGIN,USD,2017-04-03,ACTIVE
A000000872,C00000642,CASH,HKD,2016-10-31,ACTIVE
A000000873,C00000472,PRIME_BROKERAGE,USD,2017-07-25,ACTIVE
A000000874,C00000346,CASH,USD,2014-05-23,ACTIVE
A000000875,C00000223,PRIME_BROKERAGE,EUR,2018-02-15,ACTIVE
A000000876,C00000562,PRIME_BROKERAGE,GBP,2017-11-14,ACTIVE
A000000877,C00000219,CASH,USD,2016-02-18,ACTIVE
A000000878,C00000853,CUSTODY,JPY,2017-01-12,ACTIVE
A000000879,C00000223,CASH,HKD,2017-08-28,ACTIVE
A000000880,C00000443,CASH,USD,2021-08-24,ACTIVE
A000000881,C00000684,CASH,CAD,2022-10-13,ACTIVE
A000000882,C00000589,PRIME_BROKERAGE,USD,2017-01-19,ACTIVE
A000000883,C00000252,PRIME_BROKERAGE,USD,2015-05-13,ACTIVE
A000000884,C00000956,PRIME_BROKERAGE,EUR,2025-06-26,ACTIVE
A000000885,C00000806,CASH,USD,2025-02-03,ACTIVE
A000000886,C00000093,CASH,HKD,2021-09-21,ACTIVE
A000000887,C00000981,CASH,JPY,2018-02-19,ACTIVE
A000000888,C00000324,MARGIN,JPY,2015-08-16,ACTIVE
A000000889,C00000180,CASH,USD,2022-09-10,ACTIVE
A000000890,C00000156,CASH,USD,2017-02-01,ACTIVE
A000000891,C00000566,MARGIN,EUR,2019-12-21,ACTIVE
A000000892,C00000926,CASH,USD,2022-12-27,ACTIVE
A000000893,C00000100,PRIME_BROKERAGE,USD,2017-09-25,ACTIVE
A000000894,C00000489,CASH,USD,2018-02-24,ACTIVE
A000000895,C00000599,MARGIN,USD,2025-10-31,CLOSED
A000000896,C00000970,MARGIN,USD,2018-08-28,FROZEN
A000000897,C00000908,CASH,USD,2019-07-19,ACTIVE
A000000898,C00000939,CASH,CAD,2021-11-09,CLOSED
A000000899,C00000329,CASH,GBP,2024-05-31,ACTIVE
A000000900,C00000819,MARGIN,EUR,2016-11-27,FROZEN
A000000901,C00000374,PRIME_BROKERAGE,USD,2019-12-29,FROZEN
A000000902,C00000926,CUSTODY,USD,2022-07-14,ACTIVE
A000000903,C00000245,PRIME_BROKERAGE,USD,2016-07-26,ACTIVE
A000000904,C00000280,PRIME_BROKERAGE,GBP,2016-01-02,ACTIVE
A000000905,C00000341,MARGIN,USD,2026-01-14,ACTIVE
A000000906,C00000020,CASH,USD,2015-09-25,ACTIVE
A000000907,C00000037,MARGIN,USD,2017-11-11,ACTIVE
A000000908,C00000823,MARGIN,CAD,2016-10-03,ACTIVE
A000000909,C00000351,CASH,USD,2020-05-30,ACTIVE
A000000910,C00000501,CASH,USD,2016-03-09,ACTIVE
A000000911,C00000087,PRIME_BROKERAGE,HKD,2014-11-12,ACTIVE
A000000912,C00000024,PRIME_BROKERAGE,JPY,2023-11-17,ACTIVE
A000000913,C00000182,CASH,USD,2020-12-17,ACTIVE
A000000914,C00000885,CASH,GBP,2018-08-17,ACTIVE
A000000915,C00000633,CASH,EUR,2015-12-11,ACTIVE
A000000916,C00000339,PRIME_BROKERAGE,USD,2023-07-17,ACTIVE
A000000917,C00000143,CASH,GBP,2024-06-16,ACTIVE
A000000918,C00000736,CUSTODY,USD,2021-01-18,ACTIVE
A000000919,C00000735,CASH,USD,2014-05-28,ACTIVE
A000000920,C00000838,CASH,CAD,2022-02-07,ACTIVE
A000000921,C00000750,MARGIN,JPY,2024-11-26,ACTIVE
A000000922,C00000520,CASH,USD,2021-11-04,ACTIVE
A000000923,C00000900,MARGIN,CAD,2023-07-01,ACTIVE
A000000924,C00000078,CASH,JPY,2021-03-03,ACTIVE
A000000925,C00000651,PRIME_BROKERAGE,USD,2017-01-11,ACTIVE
A000000926,C00000293,CASH,USD,2018-07-18,ACTIVE
A000000927,C00000544,CASH,HKD,2020-08-19,ACTIVE
A000000928,C00000166,CASH,USD,2018-07-23,ACTIVE
A000000929,C00000062,MARGIN,JPY,2024-06-26,ACTIVE
A000000930,C00000921,PRIME_BROKERAGE,USD,2024-04-19,ACTIVE
A000000931,C00000790,CUSTODY,USD,2024-10-19,ACTIVE
A000000932,C00000745,PRIME_BROKERAGE,USD,2015-07-03,ACTIVE
A000000933,C00000308,PRIME_BROKERAGE,USD,2022-01-04,ACTIVE
A000000934,C00000175,CASH,USD,2015-11-07,ACTIVE
A000000935,C00000333,CUSTODY,JPY,2017-03-26,ACTIVE
A000000936,C00000921,MARGIN,USD,2017-08-18,ACTIVE
A000000937,C00000026,PRIME_BROKERAGE,GBP,2017-09-21,FROZEN
A000000938,C00000648,CASH,USD,2016-07-14,ACTIVE
A000000939,C00000678,CUSTODY,USD,2022-02-25,ACTIVE
A000000940,C00000017,CASH,USD,2018-09-17,ACTIVE
A000000941,C00000510,CASH,USD,2020-01-19,ACTIVE
A000000942,C00000499,MARGIN,USD,2016-07-08,ACTIVE
A000000943,C00000164,MARGIN,EUR,2018-05-09,CLOSED
A000000944,C00000069,CUSTODY,GBP,2019-10-15,ACTIVE
A000000945,C00000532,CUSTODY,JPY,2016-12-09,ACTIVE
A000000946,C00000980,CASH,USD,2019-04-24,ACTIVE
A000000947,C00000440,MARGIN,EUR,2014-05-26,ACTIVE
A000000948,C00000743,CASH,EUR,2023-05-28,ACTIVE
A000000949,C00000994,MARGIN,USD,2017-12-23,ACTIVE
A000000950,C00000215,CUSTODY,EUR,2019-04-08,ACTIVE
A000000951,C00000924,CUSTODY,GBP,2018-08-20,ACTIVE
A000000952,C00000340,MARGIN,HKD,2019-01-22,ACTIVE
A000000953,C00000587,CUSTODY,USD,2020-12-17,ACTIVE
A000000954,C00000256,MARGIN,USD,2025-11-04,ACTIVE
A000000955,C00000902,CASH,GBP,2019-01-24,ACTIVE
A000000956,C00000503,MARGIN,HKD,2020-04-23,ACTIVE
A000000957,C00000399,PRIME_BROKERAGE,GBP,2020-01-31,ACTIVE
A000000958,C00000373,PRIME_BROKERAGE,USD,2020-09-29,ACTIVE
A000000959,C00000004,CASH,JPY,2015-06-15,ACTIVE
A000000960,C00000803,CASH,USD,2019-03-26,ACTIVE
A000000961,C00000550,CASH,JPY,2022-01-21,CLOSED
A000000962,C00000612,MARGIN,USD,2024-12-01,ACTIVE
A000000963,C00000200,MARGIN,EUR,2020-09-16,ACTIVE
A000000964,C00000434,PRIME_BROKERAGE,JPY,2019-08-04,ACTIVE
A000000965,C00000148,CASH,USD,2016-10-28,ACTIVE
A000000966,C00000477,PRIME_BROKERAGE,CAD,2016-04-04,ACTIVE
A000000967,C00000569,CASH,USD,2019-03-26,ACTIVE
A000000968,C00000281,MARGIN,USD,2016-02-10,ACTIVE
A000000969,C00000601,CASH,CAD,2023-07-01,ACTIVE
A000000970,C00000335,MARGIN,USD,2019-03-17,ACTIVE
A000000971,C00000385,MARGIN,EUR,2019-01-05,ACTIVE
A000000972,C00000335,MARGIN,GBP,2019-12-07,ACTIVE
A000000973,C00000775,MARGIN,HKD,2025-01-09,ACTIVE
A000000974,C00000731,CASH,USD,2024-10-02,ACTIVE
A000000975,C00000105,MARGIN,HKD,2021-01-02,ACTIVE
A000000976,C00000369,CUSTODY,USD,2017-01-08,ACTIVE
A000000977,C00000072,MARGIN,EUR,2014-07-05,ACTIVE
A000000978,C00000809,CASH,USD,2024-04-09,ACTIVE
A000000979,C00000460,CASH,GBP,2020-06-05,ACTIVE
A000000980,C00000058,MARGIN,EUR,2025-02-06,ACTIVE
A000000981,C00000715,CASH,USD,2021-05-13,ACTIVE
A000000982,C00000973,CASH,JPY,2015-01-19,ACTIVE
A000000983,C00000397,PRIME_BROKERAGE,EUR,2025-11-05,ACTIVE
A000000984,C00000297,MARGIN,EUR,2016-12-20,ACTIVE
A000000985,C00000042,CASH,USD,2021-02-16,ACTIVE
A000000986,C00000008,CASH,USD,2018-01-08,ACTIVE
A000000987,C00000849,CASH,USD,2026-02-10,ACTIVE
A000000988,C00000763,MARGIN,USD,2017-11-18,ACTIVE
A000000989,C00000164,PRIME_BROKERAGE,GBP,2020-07-12,ACTIVE
A000000990,C00000335,PRIME_BROKERAGE,USD,2019-11-17,ACTIVE
A000000991,C00000457,MARGIN,EUR,2014-10-19,ACTIVE
A000000992,C00000210,CASH,USD,2023-11-19,ACTIVE
A000000993,C00000896,CASH,GBP,2019-07-31,ACTIVE
A000000994,C00000691,CASH,EUR,2019-06-22,ACTIVE
A000000995,C00000056,MARGIN,USD,2020-08-13,ACTIVE
A000000996,C00000025,CASH,USD,2022-03-21,ACTIVE
A000000997,C00000212,MARGIN,GBP,2018-12-08,ACTIVE
A000000998,C00000401,MARGIN,USD,2015-04-02,ACTIVE
A000000999,C00000612,CASH,CAD,2020-09-14,ACTIVE
A000001000,C00000110,PRIME_BROKERAGE,JPY,2025-02-26,ACTIVE
A000001001,C00000970,CASH,USD,2016-04-18,ACTIVE
A000001002,C00000582,CUSTODY,USD,2018-01-08,ACTIVE
A000001003,C00000196,CUSTODY,GBP,2017-11-30,ACTIVE
A000001004,C00000428,MARGIN,USD,2025-06-29,ACTIVE
A000001005,C00000310,CASH,USD,2021-09-08,ACTIVE
A000001006,C00000652,PRIME_BROKERAGE,EUR,2025-08-06,ACTIVE
A000001007,C00000955,MARGIN,USD,2024-05-06,ACTIVE
A000001008,C00000467,PRIME_BROKERAGE,EUR,2020-02-25,ACTIVE
A000001009,C00000720,MARGIN,USD,2022-11-03,ACTIVE
A000001010,C00000408,MARGIN,USD,2015-02-14,ACTIVE
A000001011,C00000477,MARGIN,CAD,2025-04-16,ACTIVE
A000001012,C00000983,PRIME_BROKERAGE,USD,2019-12-18,ACTIVE
A000001013,C00000208,PRIME_BROKERAGE,USD,2020-03-06,CLOSED
A000001014,C00000193,CASH,USD,2026-03-27,FROZEN
A000001015,C00000046,PRIME_BROKERAGE,JPY,2016-07-06,ACTIVE
A000001016,C00000720,MARGIN,USD,2025-03-20,ACTIVE
A000001017,C00000091,MARGIN,USD,2015-09-06,ACTIVE
A000001018,C00000383,MARGIN,USD,2023-01-04,ACTIVE
A000001019,C00000655,CASH,USD,2017-04-07,ACTIVE
A000001020,C00000356,PRIME_BROKERAGE,USD,2015-03-09,ACTIVE
A000001021,C00000418,CASH,USD,2020-08-06,ACTIVE
A000001022,C00000341,CUSTODY,EUR,2016-03-02,ACTIVE
A000001023,C00000883,MARGIN,HKD,2018-07-29,ACTIVE
A000001024,C00000881,CUSTODY,USD,2018-08-13,ACTIVE
A000001025,C00000852,PRIME_BROKERAGE,JPY,2023-02-24,CLOSED
A000001026,C00000812,CASH,EUR,2024-06-11,ACTIVE
A000001027,C00000902,CASH,EUR,2025-05-03,ACTIVE
A000001028,C00000590,CASH,HKD,2022-08-01,ACTIVE
A000001029,C00000701,PRIME_BROKERAGE,USD,2023-08-28,ACTIVE
A000001030,C00000857,PRIME_BROKERAGE,EUR,2017-06-02,ACTIVE
A000001031,C00000840,CASH,EUR,2017-02-15,ACTIVE
A000001032,C00000109,CASH,EUR,2022-10-14,ACTIVE
A000001033,C00000917,PRIME_BROKERAGE,GBP,2014-12-18,ACTIVE
A000001034,C00000508,CASH,USD,2019-05-27,ACTIVE
A000001035,C00000416,CASH,USD,2024-02-10,CLOSED
A000001036,C00000196,CASH,USD,2023-07-25,ACTIVE
A000001037,C00000848,PRIME_BROKERAGE,USD,2020-08-04,ACTIVE
A000001038,C00000122,MARGIN,USD,2017-03-28,ACTIVE
A000001039,C00000612,CASH,USD,2021-08-08,ACTIVE
A000001040,C00000635,MARGIN,USD,2025-05-03,ACTIVE
A000001041,C00000033,MARGIN,USD,2020-07-16,ACTIVE
A000001042,C00000882,PRIME_BROKERAGE,GBP,2024-01-30,ACTIVE
A000001043,C00000602,MARGIN,USD,2015-04-13,FROZEN
A000001044,C00000390,CASH,USD,2024-04-30,ACTIVE
A000001045,C00000557,CASH,USD,2024-03-02,ACTIVE
A000001046,C00000768,CASH,EUR,2015-10-02,ACTIVE
A000001047,C00000318,MARGIN,GBP,2016-02-27,ACTIVE
A000001048,C00000421,CASH,EUR,2025-08-23,ACTIVE
A000001049,C00000456,CASH,USD,2020-02-12,ACTIVE
A000001050,C00000398,PRIME_BROKERAGE,EUR,2025-03-08,ACTIVE
A000001051,C00000121,MARGIN,USD,2016-02-23,ACTIVE
A000001052,C00000167,CASH,EUR,2016-09-15,ACTIVE
A000001053,C00000159,CUSTODY,USD,2015-06-19,ACTIVE
A000001054,C00000006,CASH,GBP,2022-04-26,ACTIVE
A000001055,C00000045,CASH,USD,2015-03-19,ACTIVE
A000001056,C00000456,PRIME_BROKERAGE,HKD,2023-09-03,ACTIVE
A000001057,C00000143,CASH,CAD,2025-09-30,ACTIVE
A000001058,C00000376,PRIME_BROKERAGE,USD,2014-07-01,ACTIVE
A000001059,C00000378,MARGIN,USD,2015-08-27,ACTIVE
A000001060,C00000447,MARGIN,USD,2024-10-25,ACTIVE
A000001061,C00000899,CUSTODY,USD,2017-04-11,ACTIVE
A000001062,C00000250,CUSTODY,JPY,2023-07-25,ACTIVE
A000001063,C00000089,MARGIN,EUR,2016-04-09,ACTIVE
A000001064,C00000560,CASH,USD,2024-10-11,CLOSED
A000001065,C00000673,CASH,USD,2025-05-21,ACTIVE
A000001066,C00000151,CASH,GBP,2017-07-07,ACTIVE
A000001067,C00000062,MARGIN,USD,2014-07-06,ACTIVE
A000001068,C00000600,MARGIN,USD,2023-03-16,ACTIVE
A000001069,C00000250,PRIME_BROKERAGE,JPY,2022-01-17,ACTIVE
A000001070,C00000490,MARGIN,USD,2017-07-30,ACTIVE
A000001071,C00000643,MARGIN,JPY,2023-01-01,ACTIVE
A000001072,C00000879,MARGIN,JPY,2024-10-01,ACTIVE
A000001073,C00000075,MARGIN,USD,2017-01-01,ACTIVE
A000001074,C00000371,CUSTODY,JPY,2017-02-28,ACTIVE
A000001075,C00000443,CASH,USD,2017-06-05,ACTIVE
A000001076,C00000688,PRIME_BROKERAGE,USD,2016-03-10,ACTIVE
A000001077,C00000888,CASH,HKD,2015-07-12,ACTIVE
A000001078,C00000810,MARGIN,USD,2022-10-01,ACTIVE
A000001079,C00000534,CASH,GBP,2016-07-27,ACTIVE
A000001080,C00000428,CASH,USD,2023-01-05,ACTIVE
A000001081,C00000041,CASH,USD,2015-11-10,ACTIVE
A000001082,C00000940,CASH,JPY,2018-12-10,ACTIVE
A000001083,C00000876,CUSTODY,EUR,2017-08-14,ACTIVE
A000001084,C00000860,MARGIN,EUR,2023-03-14,ACTIVE
A000001085,C00000094,MARGIN,CAD,2014-04-30,ACTIVE
A000001086,C00000647,CASH,EUR,2020-03-11,ACTIVE
A000001087,C00000609,MARGIN,USD,2019-01-03,ACTIVE
A000001088,C00000580,CASH,CAD,2021-12-22,ACTIVE
A000001089,C00000531,MARGIN,USD,2016-10-08,ACTIVE
A000001090,C00000193,PRIME_BROKERAGE,HKD,2023-02-26,ACTIVE
A000001091,C00000705,CASH,EUR,2018-03-03,ACTIVE
A000001092,C00000567,CASH,GBP,2014-08-12,ACTIVE
A000001093,C00000742,PRIME_BROKERAGE,USD,2020-09-26,ACTIVE
A000001094,C00000809,MARGIN,USD,2015-02-17,ACTIVE
A000001095,C00000402,MARGIN,USD,2015-12-25,ACTIVE
A000001096,C00000150,CASH,USD,2023-06-27,CLOSED
A000001097,C00000833,MARGIN,USD,2024-10-13,ACTIVE
A000001098,C00000957,CASH,USD,2020-01-24,ACTIVE
A000001099,C00000431,CASH,USD,2016-09-07,ACTIVE
A000001100,C00000502,MARGIN,USD,2017-08-07,ACTIVE
A000001101,C00000144,CASH,USD,2025-01-20,ACTIVE
A000001102,C00000072,CASH,EUR,2020-04-04,ACTIVE
A000001103,C00000099,CUSTODY,EUR,2021-09-06,ACTIVE
A000001104,C00000677,MARGIN,USD,2018-09-15,CLOSED
A000001105,C00000737,CASH,USD,2021-02-08,ACTIVE
A000001106,C00000619,MARGIN,USD,2018-05-07,ACTIVE
A000001107,C00000156,CASH,EUR,2021-05-06,ACTIVE
A000001108,C00000990,PRIME_BROKERAGE,USD,2025-11-20,CLOSED
A000001109,C00000094,MARGIN,EUR,2020-03-24,ACTIVE
A000001110,C00000128,CASH,JPY,2021-04-27,ACTIVE
A000001111,C00000625,CASH,USD,2021-05-02,ACTIVE
A000001112,C00000004,CASH,USD,2017-08-09,ACTIVE
A000001113,C00000238,CASH,USD,2016-04-25,ACTIVE
A000001114,C00000757,PRIME_BROKERAGE,JPY,2017-10-01,ACTIVE
A000001115,C00000784,CASH,HKD,2015-04-03,ACTIVE
A000001116,C00000897,MARGIN,USD,2015-01-31,ACTIVE
A000001117,C00000398,PRIME_BROKERAGE,EUR,2017-11-29,ACTIVE
A000001118,C00000080,MARGIN,EUR,2017-10-22,ACTIVE
A000001119,C00000414,CASH,USD,2017-03-11,ACTIVE
A000001120,C00000733,CASH,USD,2015-09-29,CLOSED
A000001121,C00000703,CUSTODY,USD,2024-10-29,ACTIVE
A000001122,C00000820,CASH,EUR,2018-03-19,ACTIVE
A000001123,C00000503,MARGIN,USD,2016-10-06,ACTIVE
A000001124,C00000262,CASH,USD,2020-06-13,ACTIVE
A000001125,C00000173,CASH,EUR,2014-09-05,ACTIVE
A000001126,C00000830,CASH,USD,2017-09-21,ACTIVE
A000001127,C00000779,CASH,GBP,2022-09-19,ACTIVE
A000001128,C00000713,MARGIN,USD,2014-07-01,ACTIVE
A000001129,C00000464,CASH,USD,2016-07-02,ACTIVE
A000001130,C00000938,CASH,USD,2022-07-16,ACTIVE
A000001131,C00000238,PRIME_BROKERAGE,EUR,2022-05-01,ACTIVE
A000001132,C00000482,CUSTODY,HKD,2020-12-23,ACTIVE
A000001133,C00000985,CASH,GBP,2024-10-07,ACTIVE
A000001134,C00000276,PRIME_BROKERAGE,USD,2023-06-30,ACTIVE
A000001135,C00000567,PRIME_BROKERAGE,GBP,2022-11-07,ACTIVE
A000001136,C00000192,CASH,USD,2022-06-04,ACTIVE
A000001137,C00000526,PRIME_BROKERAGE,EUR,2025-01-01,ACTIVE
A000001138,C00000172,CASH,USD,2023-04-24,ACTIVE
A000001139,C00000624,PRIME_BROKERAGE,EUR,2020-01-06,ACTIVE
A000001140,C00000466,CASH,USD,2020-09-16,ACTIVE
A000001141,C00000621,PRIME_BROKERAGE,USD,2017-10-24,ACTIVE
A000001142,C00000295,MARGIN,GBP,2017-06-02,ACTIVE
A000001143,C00000744,MARGIN,EUR,2014-08-15,ACTIVE
A000001144,C00000621,MARGIN,JPY,2017-03-10,ACTIVE
A000001145,C00000537,CUSTODY,USD,2015-01-26,ACTIVE
A000001146,C00000038,CASH,EUR,2018-01-13,ACTIVE
A000001147,C00000119,MARGIN,USD,2017-11-05,ACTIVE
A000001148,C00000025,CASH,USD,2025-12-01,ACTIVE
A000001149,C00000794,MARGIN,USD,2023-02-21,ACTIVE
A000001150,C00000310,CASH,USD,2021-03-08,ACTIVE
A000001151,C00000259,MARGIN,USD,2015-11-05,ACTIVE
A000001152,C00000210,MARGIN,USD,2025-02-15,ACTIVE
A000001153,C00000150,PRIME_BROKERAGE,HKD,2019-08-26,ACTIVE
A000001154,C00000359,MARGIN,USD,2016-07-22,ACTIVE
A000001155,C00000302,CASH,EUR,2015-07-30,ACTIVE
A000001156,C00000890,PRIME_BROKERAGE,USD,2018-11-04,ACTIVE
A000001157,C00000945,MARGIN,USD,2024-01-03,ACTIVE
A000001158,C00000729,MARGIN,USD,2014-11-07,ACTIVE
A000001159,C00000534,CASH,USD,2018-10-14,ACTIVE
A000001160,C00000472,CASH,USD,2018-01-09,ACTIVE
A000001161,C00000530,MARGIN,HKD,2015-05-06,ACTIVE
A000001162,C00000527,CASH,GBP,2014-12-06,ACTIVE
A000001163,C00000992,CASH,JPY,2018-11-15,ACTIVE
A000001164,C00000451,PRIME_BROKERAGE,EUR,2023-01-18,ACTIVE
A000001165,C00000937,CASH,EUR,2020-02-03,ACTIVE
A000001166,C00000043,CASH,USD,2023-04-18,ACTIVE
A000001167,C00000583,CASH,GBP,2022-11-16,ACTIVE
A000001168,C00000582,CASH,HKD,2026-04-07,FROZEN
A000001169,C00000168,PRIME_BROKERAGE,USD,2015-06-15,ACTIVE
A000001170,C00000225,MARGIN,CAD,2015-03-18,ACTIVE
A000001171,C00000686,MARGIN,HKD,2017-12-06,ACTIVE
A000001172,C00000979,CUSTODY,EUR,2018-11-11,ACTIVE
A000001173,C00000335,MARGIN,EUR,2014-08-12,ACTIVE
A000001174,C00000826,MARGIN,HKD,2021-03-15,ACTIVE
A000001175,C00000445,MARGIN,USD,2014-11-12,ACTIVE
A000001176,C00000997,PRIME_BROKERAGE,USD,2019-07-17,ACTIVE
A000001177,C00000264,CASH,USD,2021-04-06,ACTIVE
A000001178,C00000225,PRIME_BROKERAGE,USD,2022-11-03,ACTIVE
A000001179,C00000715,MARGIN,USD,2017-04-23,ACTIVE
A000001180,C00000340,CASH,USD,2015-06-27,ACTIVE
A000001181,C00000679,CASH,USD,2024-12-31,ACTIVE
A000001182,C00000835,MARGIN,USD,2025-08-04,ACTIVE
A000001183,C00000380,CASH,USD,2015-03-31,ACTIVE
A000001184,C00000406,MARGIN,USD,2021-01-01,ACTIVE
A000001185,C00000626,PRIME_BROKERAGE,USD,2018-12-10,ACTIVE
A000001186,C00000874,CASH,USD,2026-02-01,ACTIVE
A000001187,C00000439,MARGIN,USD,2022-11-14,FROZEN
A000001188,C00000003,MARGIN,USD,2019-09-28,FROZEN
A000001189,C00000376,MARGIN,HKD,2018-04-07,ACTIVE
A000001190,C00000090,CASH,HKD,2018-11-15,ACTIVE
A000001191,C00000597,CASH,USD,2026-04-10,ACTIVE
A000001192,C00000197,PRIME_BROKERAGE,HKD,2015-04-12,ACTIVE
A000001193,C00000608,CASH,JPY,2024-09-01,ACTIVE
A000001194,C00000292,CASH,USD,2020-06-12,ACTIVE
A000001195,C00000795,MARGIN,USD,2021-04-04,ACTIVE
A000001196,C00000033,CASH,USD,2022-08-17,ACTIVE
A000001197,C00000830,MARGIN,CAD,2019-05-28,ACTIVE
A000001198,C00000723,PRIME_BROKERAGE,USD,2021-01-01,ACTIVE
A000001199,C00000868,CASH,USD,2020-11-17,ACTIVE
A000001200,C00000721,CASH,USD,2023-08-21,ACTIVE
A000001201,C00000460,CASH,GBP,2019-12-10,ACTIVE
A000001202,C00000705,CASH,USD,2015-06-23,ACTIVE
A000001203,C00000126,CUSTODY,EUR,2019-06-29,ACTIVE
A000001204,C00000215,PRIME_BROKERAGE,EUR,2018-02-09,ACTIVE
A000001205,C00000197,CASH,USD,2020-08-15,ACTIVE
A000001206,C00000833,MARGIN,EUR,2017-05-12,ACTIVE
A000001207,C00000884,CASH,USD,2018-12-11,ACTIVE
A000001208,C00000725,MARGIN,USD,2022-02-24,ACTIVE
A000001209,C00000803,CASH,USD,2024-03-09,ACTIVE
A000001210,C00000343,CASH,HKD,2020-11-22,ACTIVE
A000001211,C00000508,CUSTODY,HKD,2022-03-25,ACTIVE
A000001212,C00000790,CASH,USD,2018-08-02,ACTIVE
A000001213,C00000382,CASH,USD,2015-01-15,ACTIVE
A000001214,C00000152,CASH,EUR,2014-12-14,ACTIVE
A000001215,C00000401,PRIME_BROKERAGE,CAD,2021-11-12,ACTIVE
A000001216,C00000973,PRIME_BROKERAGE,USD,2019-10-08,ACTIVE
A000001217,C00000774,MARGIN,USD,2025-11-16,ACTIVE
A000001218,C00000643,CUSTODY,USD,2016-12-01,ACTIVE
A000001219,C00000937,PRIME_BROKERAGE,EUR,2019-03-18,ACTIVE
A000001220,C00000229,MARGIN,USD,2025-05-29,ACTIVE
A000001221,C00000685,CUSTODY,USD,2020-04-29,ACTIVE
A000001222,C00000235,CASH,CAD,2016-03-14,ACTIVE
A000001223,C00000003,MARGIN,CAD,2020-02-21,ACTIVE
A000001224,C00000922,MARGIN,USD,2015-01-09,ACTIVE
A000001225,C00000751,PRIME_BROKERAGE,EUR,2019-05-30,ACTIVE
A000001226,C00000680,CASH,CAD,2021-06-28,ACTIVE
